DateTime,Severity,Message,Source
"November 05, 2024 07:43:04 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 06, 2024 12:36:13 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 07, 2024 05:36:21 AM UTC",Error,Cannot connect to the PI Data Archive. Windows authentication trial failed because the authentication method was not tried. Trust authentication trial failed because the PI Data Archive does not allow the authentication method. ,OSIsoft-PIDataServices
"November 07, 2024 05:36:27 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 08, 2024 10:36:27 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 09, 2024 03:36:38 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 10, 2024 08:36:48 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 12, 2024 01:37:03 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 13, 2024 06:37:08 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 14, 2024 11:37:22 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 15, 2024 04:37:30 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 16, 2024 09:37:46 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 18, 2024 02:37:50 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 19, 2024 07:38:00 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 20, 2024 12:38:11 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 21, 2024 05:38:24 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 22, 2024 10:38:34 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 24, 2024 03:38:43 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 25, 2024 08:38:57 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 26, 2024 01:39:04 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 27, 2024 06:39:14 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 28, 2024 11:39:27 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"November 30, 2024 04:39:34 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 01, 2024 09:39:48 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 02, 2024 02:39:57 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 03, 2024 07:40:04 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 05, 2024 12:40:15 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 06, 2024 05:40:26 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 06, 2024 09:43:48 PM UTC",Error,Safe handle has been closed,OSIsoft-PIDataServices
"December 07, 2024 10:40:37 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 08, 2024 03:40:46 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 09, 2024 08:40:56 PM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 10, 2024 12:56:36 PM UTC",Error,Cannot complete the operation because the user does not have rights to read PI AF Server 'CVG1VDHAF01' with UniqueID '534e1d04-249b-4d67-be3f-23463bac9b1c'.,OSIsoft-PIDataServices
"December 11, 2024 01:41:11 AM UTC",Error,[-10746] PINET: Attempt to send or receive message larger than maximum allowable.,OSIsoft-PIDataServices
"December 12, 2024 06:41:08 AM UTC",Error,CVG1DDHDATA01,OSIsoft-PIDataServices
"December 12, 2024 06:41:09 AM UTC",Error,Cannot connect to the PI Data Archive. Windows authentication trial failed because the authentication method was not tried. Trust authentication trial failed because the PI Data Archive does not allow the authentication method. ,OSIsoft-PIDataServices
"December 13, 2024 11:41:18 AM UTC",Error,CVG1DDHDATA01,OSIsoft-PIDataServices
"December 13, 2024 11:41:24 AM UTC",Error,Cannot connect to the PI Data Archive. Windows authentication trial failed because the authentication method was not tried. Trust authentication trial failed because the PI Data Archive does not allow the authentication method. ,OSIsoft-PIDataServices
"December 14, 2024 04:41:30 PM UTC",Error,CVG1DDHDATA01,OSIsoft-PIDataServices
"December 14, 2024 04:41:35 PM UTC",Error,Cannot connect to the PI Data Archive. Windows authentication trial failed because the authentication method was not tried. Trust authentication trial failed because the PI Data Archive does not allow the authentication method. ,OSIsoft-PIDataServices
"December 15, 2024 09:41:41 PM UTC",Error,CVG1DDHDATA01,OSIsoft-PIDataServices
"December 16, 2024 01:59:29 PM UTC",Error,Cannot complete the operation because the user does not have rights to read PI AF Server 'CVG1VDHAF01' with UniqueID '534e1d04-249b-4d67-be3f-23463bac9b1c'.,OSIsoft-PIDataServices
"December 16, 2024 03:27:30 PM UTC",Error,Cannot complete the operation because the user does not have rights to read PI AF Server 'CVG1VDHAF01' with UniqueID '534e1d04-249b-4d67-be3f-23463bac9b1c'.,OSIsoft-PIDataServices
"December 16, 2024 05:03:12 PM UTC",Error,CVG1DDHDATA01,OSIsoft-PIDataServices
"December 16, 2024 05:03:24 PM UTC",Error,Cannot connect to the PI Data Archive. Windows authentication trial failed because the authentication method was not tried. Trust authentication trial failed because the PI Data Archive does not allow the authentication method. ,OSIsoft-PIDataServices
"December 16, 2024 05:10:11 PM UTC",Error,Cannot complete the operation because the user does not have rights to read PI AF Server 'CVG1VDHAF01' with UniqueID '534e1d04-249b-4d67-be3f-23463bac9b1c'.,OSIsoft-PIDataServices
"December 16, 2024 05:38:57 PM UTC",Error,Safe handle has been closed,OSIsoft-PIDataServices
"December 16, 2024 06:10:07 PM UTC",Error,Safe handle has been closed,OSIsoft-PIDataServices
"December 16, 2024 07:56:56 PM UTC",Error,The operation was canceled.,OSIsoft-PIDataServices
